year,country,indicator,value
1967,Rwanda,gdp_growth_pct,6.91601750997981
1968,Rwanda,gdp_growth_pct,7.01378092757932
1969,Rwanda,gdp_growth_pct,11.0073701491935
1970,Rwanda,gdp_growth_pct,6.00142524647711
1971,Rwanda,gdp_growth_pct,1.20664070130975
1972,Rwanda,gdp_growth_pct,0.263068266748533
1973,Rwanda,gdp_growth_pct,3.43808814067388
1974,Rwanda,gdp_growth_pct,1.40982357375073
1975,Rwanda,gdp_growth_pct,-2.11382542445206
1976,Rwanda,gdp_growth_pct,19.5045771724679
1977,Rwanda,gdp_growth_pct,1.99410948126506
1978,Rwanda,gdp_growth_pct,9.15084081575202
1979,Rwanda,gdp_growth_pct,11.8699080379505
1980,Rwanda,gdp_growth_pct,8.95161232959185
1981,Rwanda,gdp_growth_pct,5.43619947877278
1982,Rwanda,gdp_growth_pct,1.8108464472071
1983,Rwanda,gdp_growth_pct,5.98034993449889
1984,Rwanda,gdp_growth_pct,-4.24077327763513
1985,Rwanda,gdp_growth_pct,4.40274833269658
1986,Rwanda,gdp_growth_pct,5.47213748768883
1987,Rwanda,gdp_growth_pct,-0.0240361088553129
1988,Rwanda,gdp_growth_pct,4.49882499325926
1989,Rwanda,gdp_growth_pct,-0.0365342731879821
1990,Rwanda,gdp_growth_pct,-2.39929109760386
1991,Rwanda,gdp_growth_pct,-2.5143796537652
1992,Rwanda,gdp_growth_pct,5.87272524148186
1993,Rwanda,gdp_growth_pct,-8.1086918809961
1994,Rwanda,gdp_growth_pct,-50.2480671038988
1995,Rwanda,gdp_growth_pct,35.2240783089712
1996,Rwanda,gdp_growth_pct,12.7456957645316
1997,Rwanda,gdp_growth_pct,13.8497524857822
1998,Rwanda,gdp_growth_pct,8.85866949392693
1999,Rwanda,gdp_growth_pct,4.35188831936337
2000,Rwanda,gdp_growth_pct,8.37089593548548
2001,Rwanda,gdp_growth_pct,8.4845603416011
2002,Rwanda,gdp_growth_pct,13.1920736254262
2003,Rwanda,gdp_growth_pct,2.20238751139603
2004,Rwanda,gdp_growth_pct,7.44766737034072
2005,Rwanda,gdp_growth_pct,9.3778991673686
2006,Rwanda,gdp_growth_pct,9.22707576798881
2007,Rwanda,gdp_growth_pct,7.63329819125276
2008,Rwanda,gdp_growth_pct,11.1612473247323
2009,Rwanda,gdp_growth_pct,6.24825750620508
2010,Rwanda,gdp_growth_pct,7.33465645006753
2011,Rwanda,gdp_growth_pct,7.95838869847094
2012,Rwanda,gdp_growth_pct,8.64150815836322
2013,Rwanda,gdp_growth_pct,4.71984856978263
2014,Rwanda,gdp_growth_pct,6.16716615166932
2015,Rwanda,gdp_growth_pct,8.8568555974538
2016,Rwanda,gdp_growth_pct,5.97074525431094
2017,Rwanda,gdp_growth_pct,3.91817093628465
2018,Rwanda,gdp_growth_pct,8.51646722592409
2019,Rwanda,gdp_growth_pct,9.44738518613097
2020,Rwanda,gdp_growth_pct,-3.37368746369782
2021,Rwanda,gdp_growth_pct,10.8584320184896
2022,Rwanda,gdp_growth_pct,8.16120720872912
2023,Rwanda,gdp_growth_pct,8.24990302014558
2024,Rwanda,gdp_growth_pct,8.89065529573114
1960,Rwanda,private_consumption_growth_pct,
1961,Rwanda,private_consumption_growth_pct,-4.14849178978274
1962,Rwanda,private_consumption_growth_pct,15.8623005453737
1963,Rwanda,private_consumption_growth_pct,-6.62696744576189
1964,Rwanda,private_consumption_growth_pct,-18.8634696001299
1965,Rwanda,private_consumption_growth_pct,6.18954553446058
1966,Rwanda,private_consumption_growth_pct,9.70332244095422
1967,Rwanda,private_consumption_growth_pct,9.20433428875396
1968,Rwanda,private_consumption_growth_pct,8.97300744199558
1969,Rwanda,private_consumption_growth_pct,13.1593954292756
1970,Rwanda,private_consumption_growth_pct,2.77968109572657
1971,Rwanda,private_consumption_growth_pct,0.36957884072693
1972,Rwanda,private_consumption_growth_pct,-4.9625157225238
1973,Rwanda,private_consumption_growth_pct,-2.76435317655468
1974,Rwanda,private_consumption_growth_pct,4.08674446401314
1975,Rwanda,private_consumption_growth_pct,-10.7600814123805
1976,Rwanda,private_consumption_growth_pct,17.4311140625505
1977,Rwanda,private_consumption_growth_pct,4.9777484420334
1978,Rwanda,private_consumption_growth_pct,12.6720030992553
1979,Rwanda,private_consumption_growth_pct,16.811804714338
1980,Rwanda,private_consumption_growth_pct,8.28612811342806
1981,Rwanda,private_consumption_growth_pct,1.66372921572264
1982,Rwanda,private_consumption_growth_pct,-2.77492179953153
1983,Rwanda,private_consumption_growth_pct,14.7489806638966
1984,Rwanda,private_consumption_growth_pct,-13.4270470737488
1985,Rwanda,private_consumption_growth_pct,-2.26111915863011
1986,Rwanda,private_consumption_growth_pct,12.5863929351657
1987,Rwanda,private_consumption_growth_pct,-5.05439499652519
1988,Rwanda,private_consumption_growth_pct,10.4389698328438
1989,Rwanda,private_consumption_growth_pct,0.578002273376072
1990,Rwanda,private_consumption_growth_pct,-1.19667884875025
1991,Rwanda,private_consumption_growth_pct,11.2401802915031
1992,Rwanda,private_consumption_growth_pct,1.24631779028847
1993,Rwanda,private_consumption_growth_pct,-4.85561813553974
1994,Rwanda,private_consumption_growth_pct,-21.5754464050022
1995,Rwanda,private_consumption_growth_pct,1.59974547452939
1996,Rwanda,private_consumption_growth_pct,7.83047650817699
1997,Rwanda,private_consumption_growth_pct,9.86100184431042
1998,Rwanda,private_consumption_growth_pct,13.7705120319494
1999,Rwanda,private_consumption_growth_pct,16.1009660507011
2000,Rwanda,private_consumption_growth_pct,11.8109624231518
2001,Rwanda,private_consumption_growth_pct,4.42379917636563
2002,Rwanda,private_consumption_growth_pct,13.6058497309208
2003,Rwanda,private_consumption_growth_pct,-4.43209668230885
2004,Rwanda,private_consumption_growth_pct,6.74139554132498
2005,Rwanda,private_consumption_growth_pct,8.71104000149458
2006,Rwanda,private_consumption_growth_pct,10.2110668199742
2007,Rwanda,private_consumption_growth_pct,2.59989165307191
2008,Rwanda,private_consumption_growth_pct,7.88497063652594
2009,Rwanda,private_consumption_growth_pct,9.86589691262967
2010,Rwanda,private_consumption_growth_pct,5.57025640991597
2011,Rwanda,private_consumption_growth_pct,8.97931447703577
2012,Rwanda,private_consumption_growth_pct,6.59329297203676
2013,Rwanda,private_consumption_growth_pct,4.17937371915495
2014,Rwanda,private_consumption_growth_pct,6.40695273310519
2015,Rwanda,private_consumption_growth_pct,12.0048809082536
2016,Rwanda,private_consumption_growth_pct,4.21577340853771
2017,Rwanda,private_consumption_growth_pct,-0.915542802791009
2018,Rwanda,private_consumption_growth_pct,9.65344249075866
2019,Rwanda,private_consumption_growth_pct,2.0109007873548
2020,Rwanda,private_consumption_growth_pct,1.27186116485605
2021,Rwanda,private_consumption_growth_pct,5.99182659520048
2022,Rwanda,private_consumption_growth_pct,12.0866804135974
2023,Rwanda,private_consumption_growth_pct,9.84379519048029
2024,Rwanda,private_consumption_growth_pct,4.20276069630458
1960,Rwanda,unemployment_total_pct,
1961,Rwanda,unemployment_total_pct,
1962,Rwanda,unemployment_total_pct,
1963,Rwanda,unemployment_total_pct,
1964,Rwanda,unemployment_total_pct,
1965,Rwanda,unemployment_total_pct,
1966,Rwanda,unemployment_total_pct,
1967,Rwanda,unemployment_total_pct,
1968,Rwanda,unemployment_total_pct,
1969,Rwanda,unemployment_total_pct,
1970,Rwanda,unemployment_total_pct,
1971,Rwanda,unemployment_total_pct,
1972,Rwanda,unemployment_total_pct,
1973,Rwanda,unemployment_total_pct,
1974,Rwanda,unemployment_total_pct,
1975,Rwanda,unemployment_total_pct,
1976,Rwanda,unemployment_total_pct,
1977,Rwanda,unemployment_total_pct,
1978,Rwanda,unemployment_total_pct,
1979,Rwanda,unemployment_total_pct,
1980,Rwanda,unemployment_total_pct,
1981,Rwanda,unemployment_total_pct,
1982,Rwanda,unemployment_total_pct,
1983,Rwanda,unemployment_total_pct,
1984,Rwanda,unemployment_total_pct,
1985,Rwanda,unemployment_total_pct,
1986,Rwanda,unemployment_total_pct,
1987,Rwanda,unemployment_total_pct,
1988,Rwanda,unemployment_total_pct,
1989,Rwanda,unemployment_total_pct,
1990,Rwanda,unemployment_total_pct,
1991,Rwanda,unemployment_total_pct,12.335
1992,Rwanda,unemployment_total_pct,12.114
1993,Rwanda,unemployment_total_pct,12.155
1994,Rwanda,unemployment_total_pct,12.236
1995,Rwanda,unemployment_total_pct,11.938
1996,Rwanda,unemployment_total_pct,11.507
1997,Rwanda,unemployment_total_pct,11.087
1998,Rwanda,unemployment_total_pct,11.255
1999,Rwanda,unemployment_total_pct,11.569
2000,Rwanda,unemployment_total_pct,11.699
2001,Rwanda,unemployment_total_pct,11.732
2002,Rwanda,unemployment_total_pct,11.432
2003,Rwanda,unemployment_total_pct,11.658
2004,Rwanda,unemployment_total_pct,11.699
2005,Rwanda,unemployment_total_pct,11.842
2006,Rwanda,unemployment_total_pct,11.586
2007,Rwanda,unemployment_total_pct,11.58
2008,Rwanda,unemployment_total_pct,11.517
2009,Rwanda,unemployment_total_pct,11.625
2010,Rwanda,unemployment_total_pct,11.637
2011,Rwanda,unemployment_total_pct,11.756
2012,Rwanda,unemployment_total_pct,11.671
2013,Rwanda,unemployment_total_pct,11.768
2014,Rwanda,unemployment_total_pct,11.837
2015,Rwanda,unemployment_total_pct,11.831
2016,Rwanda,unemployment_total_pct,11.788
2017,Rwanda,unemployment_total_pct,11.875
2018,Rwanda,unemployment_total_pct,10.759
2019,Rwanda,unemployment_total_pct,11.236
2020,Rwanda,unemployment_total_pct,11.829
2021,Rwanda,unemployment_total_pct,15.775
2022,Rwanda,unemployment_total_pct,15.084
2023,Rwanda,unemployment_total_pct,12.352
2024,Rwanda,unemployment_total_pct,11.331
1960,Rwanda,unemployment_youth_pct,
1961,Rwanda,unemployment_youth_pct,
1962,Rwanda,unemployment_youth_pct,
1963,Rwanda,unemployment_youth_pct,
1964,Rwanda,unemployment_youth_pct,
1965,Rwanda,unemployment_youth_pct,
1966,Rwanda,unemployment_youth_pct,
1967,Rwanda,unemployment_youth_pct,
1968,Rwanda,unemployment_youth_pct,
1969,Rwanda,unemployment_youth_pct,
1970,Rwanda,unemployment_youth_pct,
1971,Rwanda,unemployment_youth_pct,
1972,Rwanda,unemployment_youth_pct,
1973,Rwanda,unemployment_youth_pct,
1974,Rwanda,unemployment_youth_pct,
1975,Rwanda,unemployment_youth_pct,
1976,Rwanda,unemployment_youth_pct,
1977,Rwanda,unemployment_youth_pct,
1978,Rwanda,unemployment_youth_pct,
1979,Rwanda,unemployment_youth_pct,
1980,Rwanda,unemployment_youth_pct,
1981,Rwanda,unemployment_youth_pct,
1982,Rwanda,unemployment_youth_pct,
1983,Rwanda,unemployment_youth_pct,
1984,Rwanda,unemployment_youth_pct,
1985,Rwanda,unemployment_youth_pct,
1986,Rwanda,unemployment_youth_pct,
1987,Rwanda,unemployment_youth_pct,
1988,Rwanda,unemployment_youth_pct,
1989,Rwanda,unemployment_youth_pct,
1990,Rwanda,unemployment_youth_pct,
1991,Rwanda,unemployment_youth_pct,16.413
1992,Rwanda,unemployment_youth_pct,16.16
1993,Rwanda,unemployment_youth_pct,16.191
1994,Rwanda,unemployment_youth_pct,16.039
1995,Rwanda,unemployment_youth_pct,15.352
1996,Rwanda,unemployment_youth_pct,14.881
1997,Rwanda,unemployment_youth_pct,14.425
1998,Rwanda,unemployment_youth_pct,14.685
1999,Rwanda,unemployment_youth_pct,15.164
2000,Rwanda,unemployment_youth_pct,15.439
2001,Rwanda,unemployment_youth_pct,15.603
2002,Rwanda,unemployment_youth_pct,15.368
2003,Rwanda,unemployment_youth_pct,15.684
2004,Rwanda,unemployment_youth_pct,15.779
2005,Rwanda,unemployment_youth_pct,15.995
2006,Rwanda,unemployment_youth_pct,15.772
2007,Rwanda,unemployment_youth_pct,15.831
2008,Rwanda,unemployment_youth_pct,15.828
2009,Rwanda,unemployment_youth_pct,16.017
2010,Rwanda,unemployment_youth_pct,16.096
2011,Rwanda,unemployment_youth_pct,16.289
2012,Rwanda,unemployment_youth_pct,16.251
2013,Rwanda,unemployment_youth_pct,16.42
2014,Rwanda,unemployment_youth_pct,16.554
2015,Rwanda,unemployment_youth_pct,16.599
2016,Rwanda,unemployment_youth_pct,16.595
2017,Rwanda,unemployment_youth_pct,16.732
2018,Rwanda,unemployment_youth_pct,16.264
2019,Rwanda,unemployment_youth_pct,16.052
2020,Rwanda,unemployment_youth_pct,15.947
2021,Rwanda,unemployment_youth_pct,23.312
2022,Rwanda,unemployment_youth_pct,22.203
2023,Rwanda,unemployment_youth_pct,18.172
2024,Rwanda,unemployment_youth_pct,16.555
1960,Tanzania,gdp_growth_pct,
1961,Tanzania,gdp_growth_pct,1.13829635143543
1962,Tanzania,gdp_growth_pct,9.09674738431541
1963,Tanzania,gdp_growth_pct,6.26000305958226
1964,Tanzania,gdp_growth_pct,5.51115870033439
1965,Tanzania,gdp_growth_pct,4.3647206714603
1966,Tanzania,gdp_growth_pct,11.6436755317812
1967,Tanzania,gdp_growth_pct,5.52325857922256
1968,Tanzania,gdp_growth_pct,6.28556212963629
1969,Tanzania,gdp_growth_pct,3.26163984438857
1970,Tanzania,gdp_growth_pct,-46.4330351414871
1971,Tanzania,gdp_growth_pct,3.90146077101619
1972,Tanzania,gdp_growth_pct,7.11531519183237
1973,Tanzania,gdp_growth_pct,6.19196242050393
1974,Tanzania,gdp_growth_pct,2.11339071824315
1975,Tanzania,gdp_growth_pct,3.98942559802084
1976,Tanzania,gdp_growth_pct,3.30601216563538
1977,Tanzania,gdp_growth_pct,0.0495928503172962
1978,Tanzania,gdp_growth_pct,2.08400760208103
1979,Tanzania,gdp_growth_pct,2.50017391682478
1980,Tanzania,gdp_growth_pct,2.73797995142824
1981,Tanzania,gdp_growth_pct,-0.978820953022364
1982,Tanzania,gdp_growth_pct,-0.367659678144776
1983,Tanzania,gdp_growth_pct,-0.391629233338236
1984,Tanzania,gdp_growth_pct,4.6729720643193
1985,Tanzania,gdp_growth_pct,1.24490401004924
1986,Tanzania,gdp_growth_pct,5.49571344557758
1987,Tanzania,gdp_growth_pct,4.7965198054257
1988,Tanzania,gdp_growth_pct,7.25543546092405
1989,Tanzania,gdp_growth_pct,3.76444340906087
1990,Tanzania,gdp_growth_pct,7.04507164205259
1991,Tanzania,gdp_growth_pct,2.07198821361914
1992,Tanzania,gdp_growth_pct,0.584322131924068
1993,Tanzania,gdp_growth_pct,1.20580080875436
1994,Tanzania,gdp_growth_pct,1.56766176421846
1995,Tanzania,gdp_growth_pct,3.56991186849247
1996,Tanzania,gdp_growth_pct,4.54436680394173
1997,Tanzania,gdp_growth_pct,3.52527818941036
1998,Tanzania,gdp_growth_pct,3.70851159859504
1999,Tanzania,gdp_growth_pct,4.86386375362282
2000,Tanzania,gdp_growth_pct,4.52078463603256
2001,Tanzania,gdp_growth_pct,6.07080828734129
2002,Tanzania,gdp_growth_pct,7.09319498355502
2003,Tanzania,gdp_growth_pct,6.67278983053497
2004,Tanzania,gdp_growth_pct,7.50381465859829
2005,Tanzania,gdp_growth_pct,7.47631925974784
2006,Tanzania,gdp_growth_pct,6.53222138847813
2007,Tanzania,gdp_growth_pct,6.76853520293716
2008,Tanzania,gdp_growth_pct,5.68641685905224
2009,Tanzania,gdp_growth_pct,5.26910524873463
2010,Tanzania,gdp_growth_pct,6.33652342666889
2011,Tanzania,gdp_growth_pct,7.67215543486064
2012,Tanzania,gdp_growth_pct,4.50015356010131
2013,Tanzania,gdp_growth_pct,6.78158560065316
2014,Tanzania,gdp_growth_pct,6.73246186832483
2015,Tanzania,gdp_growth_pct,6.16062877406682
2016,Tanzania,gdp_growth_pct,6.86711619644551
2017,Tanzania,gdp_growth_pct,6.72726996832338
2018,Tanzania,gdp_growth_pct,5.50267599385063
2019,Tanzania,gdp_growth_pct,5.79999999996723
2020,Tanzania,gdp_growth_pct,1.99196460647855
2021,Tanzania,gdp_growth_pct,4.32138429480482
2022,Tanzania,gdp_growth_pct,4.56600576430955
2023,Tanzania,gdp_growth_pct,5.06952353203394
2024,Tanzania,gdp_growth_pct,5.5263138305945
1960,Tanzania,private_consumption_growth_pct,
1961,Tanzania,private_consumption_growth_pct,
1962,Tanzania,private_consumption_growth_pct,
1963,Tanzania,private_consumption_growth_pct,
1964,Tanzania,private_consumption_growth_pct,
1965,Tanzania,private_consumption_growth_pct,
1966,Tanzania,private_consumption_growth_pct,
1967,Tanzania,private_consumption_growth_pct,
1968,Tanzania,private_consumption_growth_pct,
1969,Tanzania,private_consumption_growth_pct,
1970,Tanzania,private_consumption_growth_pct,
1971,Tanzania,private_consumption_growth_pct,
1972,Tanzania,private_consumption_growth_pct,
1973,Tanzania,private_consumption_growth_pct,
1974,Tanzania,private_consumption_growth_pct,
1975,Tanzania,private_consumption_growth_pct,
1976,Tanzania,private_consumption_growth_pct,
1977,Tanzania,private_consumption_growth_pct,
1978,Tanzania,private_consumption_growth_pct,
1979,Tanzania,private_consumption_growth_pct,
1980,Tanzania,private_consumption_growth_pct,
1981,Tanzania,private_consumption_growth_pct,
1982,Tanzania,private_consumption_growth_pct,
1983,Tanzania,private_consumption_growth_pct,
1984,Tanzania,private_consumption_growth_pct,
1985,Tanzania,private_consumption_growth_pct,
1986,Tanzania,private_consumption_growth_pct,
1987,Tanzania,private_consumption_growth_pct,
1988,Tanzania,private_consumption_growth_pct,
1989,Tanzania,private_consumption_growth_pct,
1990,Tanzania,private_consumption_growth_pct,
1991,Tanzania,private_consumption_growth_pct,1.96782591651825
1992,Tanzania,private_consumption_growth_pct,0.150951802276822
1993,Tanzania,private_consumption_growth_pct,1.81478033572526
1994,Tanzania,private_consumption_growth_pct,1.60752669070983
1995,Tanzania,private_consumption_growth_pct,4.28411670835445
1996,Tanzania,private_consumption_growth_pct,7.15418026369923
1997,Tanzania,private_consumption_growth_pct,8.70295390943826
1998,Tanzania,private_consumption_growth_pct,14.2192415728081
1999,Tanzania,private_consumption_growth_pct,4.85871740912951
2000,Tanzania,private_consumption_growth_pct,1.21187627981358
2001,Tanzania,private_consumption_growth_pct,2.9224067686888
2002,Tanzania,private_consumption_growth_pct,5.80642302261465
2003,Tanzania,private_consumption_growth_pct,1.93932539731674
2004,Tanzania,private_consumption_growth_pct,6.03881179126853
2005,Tanzania,private_consumption_growth_pct,8.55064021402589
2006,Tanzania,private_consumption_growth_pct,9.39589958139561
2007,Tanzania,private_consumption_growth_pct,5.49644958600277
2008,Tanzania,private_consumption_growth_pct,0.0298625244759592
2009,Tanzania,private_consumption_growth_pct,0.714377114142735
2010,Tanzania,private_consumption_growth_pct,13.4885847533618
2011,Tanzania,private_consumption_growth_pct,11.1635375320899
2012,Tanzania,private_consumption_growth_pct,-2.87476288825165
2013,Tanzania,private_consumption_growth_pct,4.4356481750975
2014,Tanzania,private_consumption_growth_pct,5.34935250729242
2015,Tanzania,private_consumption_growth_pct,6.26264435467402
2016,Tanzania,private_consumption_growth_pct,1.11910002247515
2017,Tanzania,private_consumption_growth_pct,4.18597194828112
2018,Tanzania,private_consumption_growth_pct,6.20358902723564
2019,Tanzania,private_consumption_growth_pct,3.13396930179638
2020,Tanzania,private_consumption_growth_pct,0.946687254018229
2021,Tanzania,private_consumption_growth_pct,2.29999999993574
2022,Tanzania,private_consumption_growth_pct,4.60000000005377
2023,Tanzania,private_consumption_growth_pct,2.19999999991904
2024,Tanzania,private_consumption_growth_pct,3.10000000010685
1960,Tanzania,unemployment_total_pct,
1961,Tanzania,unemployment_total_pct,
1962,Tanzania,unemployment_total_pct,
1963,Tanzania,unemployment_total_pct,
1964,Tanzania,unemployment_total_pct,
1965,Tanzania,unemployment_total_pct,
1966,Tanzania,unemployment_total_pct,
1967,Tanzania,unemployment_total_pct,
1968,Tanzania,unemployment_total_pct,
1969,Tanzania,unemployment_total_pct,
1970,Tanzania,unemployment_total_pct,
1971,Tanzania,unemployment_total_pct,
1972,Tanzania,unemployment_total_pct,
1973,Tanzania,unemployment_total_pct,
1974,Tanzania,unemployment_total_pct,
1975,Tanzania,unemployment_total_pct,
1976,Tanzania,unemployment_total_pct,
1977,Tanzania,unemployment_total_pct,
1978,Tanzania,unemployment_total_pct,
1979,Tanzania,unemployment_total_pct,
1980,Tanzania,unemployment_total_pct,
1981,Tanzania,unemployment_total_pct,
1982,Tanzania,unemployment_total_pct,
1983,Tanzania,unemployment_total_pct,
1984,Tanzania,unemployment_total_pct,
1985,Tanzania,unemployment_total_pct,
1986,Tanzania,unemployment_total_pct,
1987,Tanzania,unemployment_total_pct,
1988,Tanzania,unemployment_total_pct,
1989,Tanzania,unemployment_total_pct,
1990,Tanzania,unemployment_total_pct,
1991,Tanzania,unemployment_total_pct,3.6
1992,Tanzania,unemployment_total_pct,3.683
1993,Tanzania,unemployment_total_pct,3.892
1994,Tanzania,unemployment_total_pct,3.861
1995,Tanzania,unemployment_total_pct,3.672
1996,Tanzania,unemployment_total_pct,3.475
1997,Tanzania,unemployment_total_pct,3.342
1998,Tanzania,unemployment_total_pct,3.283
1999,Tanzania,unemployment_total_pct,3.219
2000,Tanzania,unemployment_total_pct,3.129
2001,Tanzania,unemployment_total_pct,2.994
2002,Tanzania,unemployment_total_pct,3.023
2003,Tanzania,unemployment_total_pct,3.053
2004,Tanzania,unemployment_total_pct,3.105
2005,Tanzania,unemployment_total_pct,3.193
2006,Tanzania,unemployment_total_pct,3.299
2007,Tanzania,unemployment_total_pct,3.023
2008,Tanzania,unemployment_total_pct,2.775
2009,Tanzania,unemployment_total_pct,2.5
2010,Tanzania,unemployment_total_pct,3.03
2011,Tanzania,unemployment_total_pct,3.47
2012,Tanzania,unemployment_total_pct,3.223
2013,Tanzania,unemployment_total_pct,2.93
2014,Tanzania,unemployment_total_pct,2.125
2015,Tanzania,unemployment_total_pct,2.009
2016,Tanzania,unemployment_total_pct,1.931
2017,Tanzania,unemployment_total_pct,1.854
2018,Tanzania,unemployment_total_pct,1.792
2019,Tanzania,unemployment_total_pct,1.735
2020,Tanzania,unemployment_total_pct,1.792
2021,Tanzania,unemployment_total_pct,1.876
2022,Tanzania,unemployment_total_pct,1.573
2023,Tanzania,unemployment_total_pct,1.565
2024,Tanzania,unemployment_total_pct,1.557
1960,Tanzania,unemployment_youth_pct,
1961,Tanzania,unemployment_youth_pct,
1962,Tanzania,unemployment_youth_pct,
1963,Tanzania,unemployment_youth_pct,
1964,Tanzania,unemployment_youth_pct,
1965,Tanzania,unemployment_youth_pct,
1966,Tanzania,unemployment_youth_pct,
1967,Tanzania,unemployment_youth_pct,
1968,Tanzania,unemployment_youth_pct,
1969,Tanzania,unemployment_youth_pct,
1970,Tanzania,unemployment_youth_pct,
1971,Tanzania,unemployment_youth_pct,
1972,Tanzania,unemployment_youth_pct,
1973,Tanzania,unemployment_youth_pct,
1974,Tanzania,unemployment_youth_pct,
1975,Tanzania,unemployment_youth_pct,
1976,Tanzania,unemployment_youth_pct,
1977,Tanzania,unemployment_youth_pct,
1978,Tanzania,unemployment_youth_pct,
1979,Tanzania,unemployment_youth_pct,
1980,Tanzania,unemployment_youth_pct,
1981,Tanzania,unemployment_youth_pct,
1982,Tanzania,unemployment_youth_pct,
1983,Tanzania,unemployment_youth_pct,
1984,Tanzania,unemployment_youth_pct,
1985,Tanzania,unemployment_youth_pct,
1986,Tanzania,unemployment_youth_pct,
1987,Tanzania,unemployment_youth_pct,
1988,Tanzania,unemployment_youth_pct,
1989,Tanzania,unemployment_youth_pct,
1990,Tanzania,unemployment_youth_pct,
1991,Tanzania,unemployment_youth_pct,6.29
1992,Tanzania,unemployment_youth_pct,6.365
1993,Tanzania,unemployment_youth_pct,6.615
1994,Tanzania,unemployment_youth_pct,6.575
1995,Tanzania,unemployment_youth_pct,6.327
1996,Tanzania,unemployment_youth_pct,6.047
1997,Tanzania,unemployment_youth_pct,5.852
1998,Tanzania,unemployment_youth_pct,5.764
1999,Tanzania,unemployment_youth_pct,5.669
2000,Tanzania,unemployment_youth_pct,5.544
2001,Tanzania,unemployment_youth_pct,5.354
2002,Tanzania,unemployment_youth_pct,5.451
2003,Tanzania,unemployment_youth_pct,5.544
2004,Tanzania,unemployment_youth_pct,5.665
2005,Tanzania,unemployment_youth_pct,5.831
2006,Tanzania,unemployment_youth_pct,6.021
2007,Tanzania,unemployment_youth_pct,5.632
2008,Tanzania,unemployment_youth_pct,5.267
2009,Tanzania,unemployment_youth_pct,4.841
2010,Tanzania,unemployment_youth_pct,5.852
2011,Tanzania,unemployment_youth_pct,6.761
2012,Tanzania,unemployment_youth_pct,6.26
2013,Tanzania,unemployment_youth_pct,5.689
2014,Tanzania,unemployment_youth_pct,3.693
2015,Tanzania,unemployment_youth_pct,3.443
2016,Tanzania,unemployment_youth_pct,3.241
2017,Tanzania,unemployment_youth_pct,3.037
2018,Tanzania,unemployment_youth_pct,2.846
2019,Tanzania,unemployment_youth_pct,2.657
2020,Tanzania,unemployment_youth_pct,2.746
2021,Tanzania,unemployment_youth_pct,2.752
2022,Tanzania,unemployment_youth_pct,2.344
2023,Tanzania,unemployment_youth_pct,2.339
2024,Tanzania,unemployment_youth_pct,2.334
